datetime,forecast,actual,Year,Month,Day
2018-12-01 23:00:00,2.141908344258864,0.0637072221666666,2018,12,1
2018-12-01 23:30:00,2.594347005344879,0.318083333333333,2018,12,1
2018-12-02 00:00:00,1.19003222567851,0.604081278166667,2018,12,2
2018-12-02 00:30:00,1.4482329293923983,0.597513333333333,2018,12,2
2018-12-02 01:00:00,1.591362738290449,0.382837777833333,2018,12,2
2018-12-02 01:30:00,1.8051292926702185,0.371091111333333,2018,12,2
2018-12-02 02:00:00,2.1846047764583907,0.389929999833333,2018,12,2
2018-12-02 02:30:00,2.6053389659217205,0.580543333166667,2018,12,2
2018-12-02 03:00:00,2.941001451176836,1.56343111116667,2018,12,2
2018-12-02 03:30:00,2.654854286855667,0.923868333333333,2018,12,2
2018-12-02 04:00:00,2.223907889769563,0.936167222333333,2018,12,2
2018-12-02 04:30:00,1.985820575893685,1.41448722216667,2018,12,2
2018-12-02 05:00:00,2.4497212744334464,2.28970333333333,2018,12,2
2018-12-02 05:30:00,2.401028052283692,2.26661666666667,2018,12,2
2018-12-02 06:00:00,2.646258709700936,2.75691166666667,2018,12,2
2018-12-02 06:30:00,3.065494941362302,3.21022666666667,2018,12,2
2018-12-02 07:00:00,2.9083693224134763,2.49356944433333,2018,12,2
2018-12-02 07:30:00,2.921378873611676,2.508582778,2018,12,2
2018-12-02 08:00:00,3.088209148755012,2.1325866665,2018,12,2
2018-12-02 08:30:00,3.726395900438622,2.7266594445,2018,12,2
2018-12-02 09:00:00,3.528335538196167,2.41814277783333,2018,12,2
2018-12-02 09:30:00,2.952926633745584,1.20717555566667,2018,12,2
2018-12-02 10:00:00,2.9554773775205967,1.1445883335,2018,12,2
2018-12-02 10:30:00,3.1472403620381724,1.27434222216667,2018,12,2
2018-12-02 11:00:00,2.79552232392582,1.89313611116667,2018,12,2
2018-12-02 11:30:00,2.6506910633641505,1.61612111116667,2018,12,2
2018-12-02 12:00:00,2.83752336741485,1.15067777766667,2018,12,2
2018-12-02 12:30:00,2.9729636883698274,0.960630555666667,2018,12,2
2018-12-02 13:00:00,2.9934382712696093,1.140312222,2018,12,2
2018-12-02 13:30:00,2.6649823609382866,1.42863722216667,2018,12,2
2018-12-02 14:00:00,2.741867339513428,1.30556055566667,2018,12,2
2018-12-02 14:30:00,2.717686384887637,1.3271555555,2018,12,2
2018-12-02 15:00:00,2.5998327432090167,0.651817222333333,2018,12,2
2018-12-02 15:30:00,2.641083585101714,0.384287777833333,2018,12,2
2018-12-02 16:00:00,3.057341385380265,0.806605,2018,12,2
2018-12-02 16:30:00,3.37266430231816,0.964801111166667,2018,12,2
2018-12-02 17:00:00,3.3913848097409653,0.843532222166667,2018,12,2
2018-12-02 17:30:00,3.008332396849012,0.613126666666667,2018,12,2
2018-12-02 18:00:00,2.8320266357618142,0.635537777666667,2018,12,2
2018-12-02 18:30:00,2.8581787482310204,0.552191111166667,2018,12,2
2018-12-02 19:00:00,2.800451617421858,0.541517222333333,2018,12,2
2018-12-02 19:30:00,2.8943886647652195,0.384232222166667,2018,12,2
2018-12-02 20:00:00,2.9092379336881784,0.383742222333333,2018,12,2
2018-12-02 20:30:00,2.731200257294012,0.205848888833333,2018,12,2
2018-12-02 21:00:00,2.6852307032540312,0.306368333333333,2018,12,2
2018-12-02 21:30:00,2.661059052132041,0.818957777666667,2018,12,2
2018-12-02 22:00:00,2.8777252002356875,1.28496388866667,2018,12,2
2018-12-02 22:30:00,3.4079378596524017,2.27529277766667,2018,12,2
2018-12-02 23:00:00,3.2727683523699107,2.869906111,2018,12,2
2018-12-02 23:30:00,3.3998748289459173,3.00201,2018,12,2
2018-12-03 00:00:00,2.8250598551664488,2.07580222216667,2018,12,3
2018-12-03 00:30:00,1.86056382834624,1.00793444433333,2018,12,3
2018-12-03 01:00:00,1.314836360001056,0.9937922225,2018,12,3
2018-12-03 01:30:00,1.826293209933587,2.65713333316667,2018,12,3
2018-12-03 02:00:00,2.116941955185258,3.59318777766667,2018,12,3
2018-12-03 02:30:00,1.9358493796302647,0.955249999833333,2018,12,3
2018-12-03 03:00:00,1.978729094383835,0.0975150001666666,2018,12,3
2018-12-03 03:30:00,1.9919821891798497,0.0951138888333333,2018,12,3
2018-12-03 04:00:00,2.7405725215246424,1.13494277783333,2018,12,3
2018-12-03 04:30:00,2.554331160529701,2.1955383335,2018,12,3
2018-12-03 05:00:00,2.2521085330966204,1.82633277783333,2018,12,3
2018-12-03 05:30:00,2.2510168070495484,2.11441277766667,2018,12,3
2018-12-03 06:00:00,2.8590180708191912,3.6593283335,2018,12,3
2018-12-03 06:30:00,3.3018420450216786,4.83409277783333,2018,12,3
2018-12-03 07:00:00,3.2174566146160744,3.638373889,2018,12,3
2018-12-03 07:30:00,3.543522195821062,2.80510055566667,2018,12,3
2018-12-03 08:00:00,3.961477928957492,4.062707778,2018,12,3
2018-12-03 08:30:00,3.3764955672482504,4.045598889,2018,12,3
2018-12-03 09:00:00,3.289081771335471,3.60318722216667,2018,12,3
2018-12-03 09:30:00,4.027507466250511,4.40642222216667,2018,12,3
2018-12-03 10:00:00,3.9835910244775374,3.28082388883333,2018,12,3
2018-12-03 10:30:00,3.660671660604179,3.312046111,2018,12,3
2018-12-03 11:00:00,3.43296382703936,3.54285055566667,2018,12,3
2018-12-03 11:30:00,3.763325794051667,4.42545611116667,2018,12,3
2018-12-03 12:00:00,3.7492745802107934,3.69061000016667,2018,12,3
2018-12-03 12:30:00,3.391773146171181,3.7822894445,2018,12,3
2018-12-03 13:00:00,3.777685787085644,4.50126000016667,2018,12,3
2018-12-03 13:30:00,4.106106583881245,3.87738888883333,2018,12,3
2018-12-03 14:00:00,4.247685779852336,4.1359866665,2018,12,3
2018-12-03 14:30:00,4.294961952500322,4.73352999983333,2018,12,3
2018-12-03 15:00:00,4.443120699721767,5.23569777783333,2018,12,3
2018-12-03 15:30:00,4.294675660357489,4.80546944466667,2018,12,3
2018-12-03 16:00:00,4.122456743006152,4.32028277783333,2018,12,3
